type, r, initial_value, iterations, map
basic, 3.9889958901897535, 0.5, 100, "0.9972489725474384,0.010943647874664645,0.043176430570424314,0.1647943013785253,0.549033984248501,0.9876581036313803,0.04862416044015876,0.1845303573613042,0.6002597319036028,0.9571515306460338,0.16359860630014353,0.5458306717794962,0.9888702842320849,0.04390227125028351,0.16743755132856009,0.5560748736228905,0.9847060079689681,0.060074620516824696,0.22524128761783435,0.6961102985373786,0.8438351855790924,0.525659368034463,0.9946226050164856,0.021335059180916816,0.08328973329159518,0.3045700225949154,0.8448977468754584,0.5227401372424061,0.9951862075577241,0.019109762871565107,0.07477205192338422,0.2759634912627113,0.7970318657694485,0.6453081252396747,0.9130235132450178,0.31677245630788115,0.8633290751140082,0.47066953596759115,0.9938173346389081,0.024510145947904776,0.0953744931253483,0.34416338196764695,0.9003760018420633,0.3578091703211136,0.9165985280139478,0.30494144931824174,0.8454763023606962,0.5211468537283632,0.9954651357785156,0.018007521067487486,0.07053841258238544,0.26152952008626934,0.7704020769713784,0.705584430239392,0.8286542289584994,0.56638315723796,0.9796705703579309,0.07944541629515907,0.2917305956698047,0.8242217092875258,0.5779268543607345,0.9730254175233496,0.10469899313929568,0.37391696240417804,0.9338361746593195,0.24646479238929805,0.7408359118501314,0.7658794864784575,0.7152592686721763,0.8124126540649991,0.6079163263226393,0.9507933917304745,0.1866264411120672,0.6055176593642385,0.9528355862959537,0.1792652031917835,0.5868977347012349,0.9671272017759379,0.12681886483314164,0.44172481207509734,0.9837023523664175,0.06395171899469047,0.2387888596452669,0.7250747574415886,0.7951718401061141,0.6497020604210627,0.9078527548497826,0.3337039602009751,0.8869357928916891,0.4000192689685311,0.9573743849317097,0.16278562492537096,0.543646149742925,0.9896499896773048,0.04085883657603769,0.15632632382524975,0.5261023027344665,0.9945311491476978,0.021695919369858947,0.08466726130767303"
basic, 3.5281357666342217, 0.5, 100, "0.8820339416585554,0.3671027643881236,0.8197211535693475,0.5213822019856891,0.8804208830603675,0.37144196321367734,0.823723846215208,0.5122954439748071,0.8815005653523622,0.36853960196577223,0.8210612770671658,0.5183524944535521,0.8808456159526337,0.3703011937110807,0.8226844167374806,0.5146659835893859,0.8812750711450197,0.3691464465658487,0.8216228991429612,0.5170790292978548,0.8810048082994272,0.36987329873470803,0.8222921655554344,0.5155585766303087,0.881179888279367,0.3694024927208279,0.821859085036585,0.5165428183994419,0.8810684149463751,0.3697022796832655,0.8221350310762413,0.5159158417684889,0.8811402154072275,0.36950919564087065,0.8219573749660215,0.5163195555886709,0.8810943006879234,0.3696326725738263,0.8220710160851701,0.5160613380102398,0.8811238005457211,0.36955334129236217,0.8219980164591423,0.516227219658702,0.8811049035712234,0.3696041599121196,0.8220447842123495,0.5161209506755303,0.8811170319160276,0.36957154409471527,0.8220147703698053,0.5161891520168634,0.8811092573430699,0.36959245177045186,0.822034010968576,0.516145431767035,0.8811142449842141,0.3695790388662293,0.8220216678991509,0.5161734791196522,0.8811110468706558,0.3695876393429517,0.8220295825340542,0.5161554946927652,0.8811130981925293,0.36958212286607933,0.8220245060266027,0.5161670300927602,0.8811117827156344,0.36958566048977753,0.8220277615300207,0.5161596325998401,0.8811126264208207,0.3695833915714669,0.8220256735647601,0.5161643770999218,0.8811120853414506,0.3695848466595684,0.8220270126093931,0.5161613343816814,0.881112432361941,0.36958391344110547,0.8220261538169443,0.5161632858217848,0.8811122098086885,0.3695845119384387,0.8220267045836409,0.5161620343113568,0.8811123525410978,0.36958412809791347,0.8220263513549922,0.5161628369551543,0.8811122610023543,0.36958437426682444,0.8220265778916708,0.5161623221944607,0.8811123197095503,0.3695842163895658,0.8220264326053407,0.5161626523295274"
basic, 3.9569097710727528, 0.5, 100, "0.9892274427681882,0.042166845547171976,0.15981484798135048,0.5313103492987106,0.9853483338630508,0.05712588585378399,0.21312912780168203,0.6635939594697766,0.8833287315572155,0.40779549474719434,0.9555870985530879,0.16793281616437106,0.5529044842918519,0.9781525095074851,0.08455986475954999,0.3063023833066312,0.8407690681641411,0.5297370021885607,0.9857283897998771,0.05566553498759701,0.20800241377739434,0.6518510658664111,0.8979860646018664,0.36248099894874536,0.9143964399827647,0.30972944900310734,0.8459759029595983,0.5155880123885107,0.9882659685752683,0.045885686610303664,0.17323426307269846,0.5667250511334084,0.9716103606886186,0.1091460842091394,0.38474306448501394,0.9366632155775038,0.23474460663869523,0.7108175947041101,0.8133663144647632,0.6006650481665796,0.9491302878418276,0.19104745640544354,0.6115337804864919,0.9400043391582881,0.22315460171511248,0.6859565251172979,0.8523981785913326,0.4978406751821112,0.9892089929496184,0.04223827558233295,0.16007363373595562,0.5320067779716144,0.9851738505122106,0.057795948807198586,0.2154758051507189,0.668899700094362,0.8763482476444958,0.4287786427436895,0.9691560902494146,0.11828217454542098,0.4126720622361883,0.9590513812675949,0.15539508530789745,0.5193343282942153,0.9877482855936488,0.04788497846082671,0.18040345916278067,0.5850609670695501,0.9605977439615722,0.14976792000549216,0.5038629589696118,0.9891683959720574,0.04239544073404133,0.16064288934038923,0.5335368592914816,0.9847770235260436,0.059318973990812075,0.2207964884341995,0.6807681208829414,0.8599270529605731,0.4766197396755888,0.9870644511719028,0.050522696078224204,0.1898135681512318,0.608510905955941,0.9426363468522958,0.21396223705527254,0.6654825746396431,0.8808695163511108,0.41523182588246366,0.9607945004119532,0.14905057235773472,0.5018726693422462,0.9892135663190397,0.04222056964640062,0.16000949019855393,0.5318342081401869,0.9852174438987888,0.057628561066444726,0.21488991702437113"
basic, 3.9680318002031743, 0.5, 100, "0.9920079500507936,0.03145925879812736,0.12090423791194978,0.42174782769539687,0.9677100943228462,0.12399015177812543,0.43099409918112475,0.9731129192919624,0.10382024112276096,0.36919202220864067,0.9241120409764615,0.2782740096564674,0.7969299247741357,0.6421569815719373,0.9118195532115041,0.3190482302761269,0.8620805303095866,0.471789813187336,0.988850132252185,0.04374972586045308,0.1660053377785879,0.5493643429916912,0.9823384979503212,0.06884365895142985,0.2543675421149696,0.7525955436490237,0.738829630646554,0.7656730332402788,0.7119356922983001,0.8137769066150095,0.6013316209401302,0.9512638130306683,0.18396180741081813,0.5956803815955287,0.9556816687727957,0.1680628789146361,0.5548012688903663,0.9800912399914158,0.07742582879127233,0.2834407565970889,0.805915568063796,0.6206623336278349,0.9342357927931038,0.24379300197061146,0.731538304090966,0.779281819757418,0.6825080770149431,0.8598359924503766,0.4782194887745657,0.9901255527895246,0.03879521875972121,0.14796850008640972,0.5002649391093452,0.9920076715238022,0.03146034633608797,0.1209082817748279,0.4217599937055231,0.9677176490007744,0.12396211027146464,0.4309104191375456,0.9730670653675334,0.10399239841040156,0.36973318566823027,0.9246726609277868,0.2763858390318352,0.7935932933694678,0.6499754260230312,0.9027564852466267,0.34834245518342644,0.9007431753954032,0.35476151555428753,0.9083054247496964,0.3304841952493904,0.8779841434695596,0.42508726024095633,0.9697396786723205,0.11644044199164624,0.4082393074175959,0.9585970242699899,0.15748629881518678,0.5264957777284492,0.989222287616073,0.04230538253275617,0.16076733658301776,0.5353716124033839,0.9870433432387262,0.05074629289541805,0.19114448304925136,0.6134905305419598,0.9408993015869244,0.2206535419926485,0.6823647963298606,0.860043438118382,0.47762691929604334,0.9900217329239939,0.039199000752982015,0.14944575599403975,0.5043833551119233,0.991931709073307,0.031756926740581"
basic, 3.927962613727331, 0.5, 100, "0.9819906534318328,0.06946605812049972,0.25390556509844897,0.7441035319828729,0.7479369743157076,0.7405280162500253,0.7547433782776252,0.7270887060703735,0.7794284479067258,0.6752943211033511,0.8612918293253801,0.46926667836713964,0.9782805471784158,0.08346024268014321,0.3004680490373651,0.8256066800324217,0.5655491959125638,0.9651133879202913,0.13225268011160052,0.45078048691211275,0.9724749264816439,0.10514151869278256,0.3695693532637668,0.9151675500804964,0.3049509337375758,0.8325547007149735,0.5475869414931812,0.9730957153150296,0.10283580583417797,0.3623961988035691,0.907615442958296,0.3293582929740881,0.8676139119973145,0.45116583179357217,0.972623342522941,0.10459055223952901,0.3678590746706677,0.9134036177929273,0.3106918217107971,0.8412219540153387,0.5246484531748691,0.9796042344996293,0.07847982199665907,0.2840731610946449,0.7988517542884139,0.63117499903841,0.914402670628883,0.3074433093496413,0.8363493448823605,0.537616779252456,0.9764324995987778,0.09039056368911812,0.322957516939561,0.8588724329740565,0.47611061426015666,0.9797489543622473,0.07793447363773935,0.2822661094379151,0.7957736168359502,0.6383645007280403,0.9067908498596824,0.3319961312270812,0.8711227305743515,0.44098418796784833,0.968310085720983,0.12053213944537106,0.41638030984254504,0.9545253467038853,0.17049993093711804,0.5555305916976246,0.9698782048169614,0.11475335630178347,0.39902217449826255,0.9419390991990192,0.21481961780050465,0.6625378976394065,0.8782195053556439,0.4200956241967165,0.956911754109886,0.16195637560238932,0.5331286491319747,0.9776796854226237,0.08571646418482702,0.30783109893885097,0.8369353677555791,0.5360669613738249,0.9768810587044906,0.08871089822579264,0.3175415049102745,0.8512244477154254,0.4974426347709964,0.9819649640971032,0.06956332774552824,0.2542345173898835,0.7447390702333743,0.7467166420704715,0.7428990985087071,0.750240968983562,0.7360195034133474,0.7631826869073074"
mersenne, 3.826241994276643, 0.5, 100, "0.9565604985691607,0.15898996311554256,0.5116150616269429,0.9560443015756532,0.16079244394090744,0.5163063372292167,0.9555431137026522,0.16254056421224797,0.5208323808450249,0.9548999551077887,0.16478105573803892,0.526599025745692,0.9538534010954407,0.168420039425681,0.5358832884494247,0.9516337896228876,0.17611013444237467,0.5551699404336313,0.9449144803809524,0.19916012436328873,0.6102678796285778,0.9100372019666779,0.3132524921795088,0.8231217183110637,0.5570715833424001,0.9440977946716735,0.20193814295337412,0.6166338285715427,0.9045104070374046,0.3304776122372765,0.8466025685170511,0.4969012662253121,0.9565237584157448,0.15911832150353392,0.5119499592786255,0.9560141053706217,0.1608978213339651,0.5165798313117249,0.9555086998221585,0.1626605277202772,0.5211421198951718,0.9548502095923344,0.16495421611082767,0.5270431119806254,0.9537622533726964,0.16873657332988765,0.536686081485282,0.9514108797096951,0.1768803478067036,0.5570766921819486,0.9440955633404023,0.2019457260049008,0.6166511246367943,0.9044949684885359,0.3305254014986432,0.8466645552274646,0.49673683979488087,0.956519755923584,0.15913230431170977,0.5119864339662885,0.9560107647840829,0.1609094787378131,0.5166100814515658,0.9555048582771002,0.16267391841797707,0.5211766870931362,0.9548446124026284,0.16497369831916933,0.5270930615954242,0.9537519069043541,0.16877250008365088,0.5367771504387632,0.9513852813103169,0.1769687727821885,0.5572953078688225,0.9439998938476171,0.2022708174596557,0.6173922069144113,0.9038313245484679,0.3325779539909452,0.8493103940951497,0.48969105402761837,0.9561538671229949,0.16041002830366535,0.5153131106604372,0.955663277887508,0.16212161224306376,0.5197498064677556,0.9550680543009222,0.16419577505931535,0.5250963193418586,0.9541506347695665,0.16738737736256387,0.533258920783767,0.9523280787502176,0.17370874327323152,0.5491958787986295,0.947300095724582,0.19101604180901885,0.5912650184721681"
mersenne, 3.8328313508536667, 0.5, 100, "0.9582078377134167,0.15348794474404295,0.4979974607086222,0.9581924674325969,0.15354193143858214,0.4981408514000695,0.958194589786672,0.15353447697329978,0.4981210533893794,0.9581943061309013,0.15353547327564288,0.4981236994528501,0.9581943442162987,0.15353533950589657,0.49812334417636095,0.9581943391058423,0.15353535745567592,0.4981233918488417,0.9581943397916409,0.15353535504690197,0.49812338545142454,0.958194339699611,0.15353535537014457,0.49812338630991837,0.9581943397119609,0.15353535532676724,0.49812338619471347,0.9581943397103037,0.15353535533258802,0.4981233862101727,0.958194339710526,0.15353535533180696,0.49812338620809826,0.9581943397104961,0.15353535533191223,0.4981233862083779,0.9581943397105002,0.1535353553318978,0.49812338620833957,0.9581943397104995,0.15353535533190013,0.4981233862083458,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996,0.15353535533189974,0.4981233862083447,0.9581943397104996"
mersenne, 3.827426803880371, 0.5, 100, "0.9568567009700928,0.15800366023666262,0.509195134582683,0.9565330901201355,0.15913498194664827,0.5121519591129585,0.9562915044318636,0.1599790266125876,0.5143515743663997,0.956068374724923,0.16075819346436038,0.5163772746090244,0.9558301272167458,0.16158973081849354,0.518534002874855,0.9555419444111698,0.16259497293254646,0.5211341958824266,0.955147164576703,0.16397101590723345,0.5246809733242194,0.954525222232248,0.16613643535175032,0.5302330323336623,0.9533582941497512,0.17019134439086406,0.5405331372844242,0.9505684866792291,0.17984327920924822,0.564544206338399,0.9409118147780314,0.21279257378950026,0.6411395143256591,0.8806129715789522,0.4023917934677981,0.920391420348258,0.2804395948706535,0.7723488116003026,0.6729616229581121,0.8423564608400294,0.5082518657544199,0.9565960788927954,0.15891484027688912,0.5115773641730285,0.9563436904359875,0.1597967385827587,0.5138769859369537,0.9561196505631708,0.1605791724434047,0.5159122618578121,0.9558875962069866,0.16138919088906512,0.5180143540590979,0.9556146360890571,0.1623414690568263,0.5204792036321999,0.9552514866600396,0.16360750725614032,0.52374543147122,0.9546986235298466,0.16553300096582252,0.52868945543349,0.9537064039415838,0.1689828033630141,0.5374764196867915,0.9514811487931788,0.17669228683631386,0.5567839012905518,0.9445155021757944,0.2005800078519468,0.6137189635990224,0.9073604072770161,0.321723923144107,0.8352120460263732,0.5267797900778988,0.9541118344462648,0.16757409134531018,0.5338993055414778,0.9524583640226247,0.17331135440651887,0.5483727719966836,0.9479008090356416,0.18901695702211516,0.5867045208667544,0.9280833542341513,0.255460231146497,0.7279777318723175,0.7579306088099877,0.7022248890525271,0.8003344425515518,0.6116198278845038,0.9091708440926825,0.3160659213900127,0.8273681722859302,0.5466716757280281,0.9485196264650314,0.18689380456901075,0.5816330402774222,0.9313509076240736,0.24471187002172123"
mersenne, 3.827426803880371, 0.5, 100, "0.9568567009700928,0.15800366023666262,0.509195134582683,0.9565330901201355,0.15913498194664827,0.5121519591129585,0.9562915044318636,0.1599790266125876,0.5143515743663997,0.956068374724923,0.16075819346436038,0.5163772746090244,0.9558301272167458,0.16158973081849354,0.518534002874855,0.9555419444111698,0.16259497293254646,0.5211341958824266,0.955147164576703,0.16397101590723345,0.5246809733242194,0.954525222232248,0.16613643535175032,0.5302330323336623,0.9533582941497512,0.17019134439086406,0.5405331372844242,0.9505684866792291,0.17984327920924822,0.564544206338399,0.9409118147780314,0.21279257378950026,0.6411395143256591,0.8806129715789522,0.4023917934677981,0.920391420348258,0.2804395948706535,0.7723488116003026,0.6729616229581121,0.8423564608400294,0.5082518657544199,0.9565960788927954,0.15891484027688912,0.5115773641730285,0.9563436904359875,0.1597967385827587,0.5138769859369537,0.9561196505631708,0.1605791724434047,0.5159122618578121,0.9558875962069866,0.16138919088906512,0.5180143540590979,0.9556146360890571,0.1623414690568263,0.5204792036321999,0.9552514866600396,0.16360750725614032,0.52374543147122,0.9546986235298466,0.16553300096582252,0.52868945543349,0.9537064039415838,0.1689828033630141,0.5374764196867915,0.9514811487931788,0.17669228683631386,0.5567839012905518,0.9445155021757944,0.2005800078519468,0.6137189635990224,0.9073604072770161,0.321723923144107,0.8352120460263732,0.5267797900778988,0.9541118344462648,0.16757409134531018,0.5338993055414778,0.9524583640226247,0.17331135440651887,0.5483727719966836,0.9479008090356416,0.18901695702211516,0.5867045208667544,0.9280833542341513,0.255460231146497,0.7279777318723175,0.7579306088099877,0.7022248890525271,0.8003344425515518,0.6116198278845038,0.9091708440926825,0.3160659213900127,0.8273681722859302,0.5466716757280281,0.9485196264650314,0.18689380456901075,0.5816330402774222,0.9313509076240736,0.24471187002172123"
mersenne, 3.827426803880371, 0.5, 100, "0.9568567009700928,0.15800366023666262,0.509195134582683,0.9565330901201355,0.15913498194664827,0.5121519591129585,0.9562915044318636,0.1599790266125876,0.5143515743663997,0.956068374724923,0.16075819346436038,0.5163772746090244,0.9558301272167458,0.16158973081849354,0.518534002874855,0.9555419444111698,0.16259497293254646,0.5211341958824266,0.955147164576703,0.16397101590723345,0.5246809733242194,0.954525222232248,0.16613643535175032,0.5302330323336623,0.9533582941497512,0.17019134439086406,0.5405331372844242,0.9505684866792291,0.17984327920924822,0.564544206338399,0.9409118147780314,0.21279257378950026,0.6411395143256591,0.8806129715789522,0.4023917934677981,0.920391420348258,0.2804395948706535,0.7723488116003026,0.6729616229581121,0.8423564608400294,0.5082518657544199,0.9565960788927954,0.15891484027688912,0.5115773641730285,0.9563436904359875,0.1597967385827587,0.5138769859369537,0.9561196505631708,0.1605791724434047,0.5159122618578121,0.9558875962069866,0.16138919088906512,0.5180143540590979,0.9556146360890571,0.1623414690568263,0.5204792036321999,0.9552514866600396,0.16360750725614032,0.52374543147122,0.9546986235298466,0.16553300096582252,0.52868945543349,0.9537064039415838,0.1689828033630141,0.5374764196867915,0.9514811487931788,0.17669228683631386,0.5567839012905518,0.9445155021757944,0.2005800078519468,0.6137189635990224,0.9073604072770161,0.321723923144107,0.8352120460263732,0.5267797900778988,0.9541118344462648,0.16757409134531018,0.5338993055414778,0.9524583640226247,0.17331135440651887,0.5483727719966836,0.9479008090356416,0.18901695702211516,0.5867045208667544,0.9280833542341513,0.255460231146497,0.7279777318723175,0.7579306088099877,0.7022248890525271,0.8003344425515518,0.6116198278845038,0.9091708440926825,0.3160659213900127,0.8273681722859302,0.5466716757280281,0.9485196264650314,0.18689380456901075,0.5816330402774222,0.9313509076240736,0.24471187002172123"
mersenne, 3.827426803880371, 0.5, 100, "0.9568567009700928,0.15800366023666262,0.509195134582683,0.9565330901201355,0.15913498194664827,0.5121519591129585,0.9562915044318636,0.1599790266125876,0.5143515743663997,0.956068374724923,0.16075819346436038,0.5163772746090244,0.9558301272167458,0.16158973081849354,0.518534002874855,0.9555419444111698,0.16259497293254646,0.5211341958824266,0.955147164576703,0.16397101590723345,0.5246809733242194,0.954525222232248,0.16613643535175032,0.5302330323336623,0.9533582941497512,0.17019134439086406,0.5405331372844242,0.9505684866792291,0.17984327920924822,0.564544206338399,0.9409118147780314,0.21279257378950026,0.6411395143256591,0.8806129715789522,0.4023917934677981,0.920391420348258,0.2804395948706535,0.7723488116003026,0.6729616229581121,0.8423564608400294,0.5082518657544199,0.9565960788927954,0.15891484027688912,0.5115773641730285,0.9563436904359875,0.1597967385827587,0.5138769859369537,0.9561196505631708,0.1605791724434047,0.5159122618578121,0.9558875962069866,0.16138919088906512,0.5180143540590979,0.9556146360890571,0.1623414690568263,0.5204792036321999,0.9552514866600396,0.16360750725614032,0.52374543147122,0.9546986235298466,0.16553300096582252,0.52868945543349,0.9537064039415838,0.1689828033630141,0.5374764196867915,0.9514811487931788,0.17669228683631386,0.5567839012905518,0.9445155021757944,0.2005800078519468,0.6137189635990224,0.9073604072770161,0.321723923144107,0.8352120460263732,0.5267797900778988,0.9541118344462648,0.16757409134531018,0.5338993055414778,0.9524583640226247,0.17331135440651887,0.5483727719966836,0.9479008090356416,0.18901695702211516,0.5867045208667544,0.9280833542341513,0.255460231146497,0.7279777318723175,0.7579306088099877,0.7022248890525271,0.8003344425515518,0.6116198278845038,0.9091708440926825,0.3160659213900127,0.8273681722859302,0.5466716757280281,0.9485196264650314,0.18689380456901075,0.5816330402774222,0.9313509076240736,0.24471187002172123"
mersenne, 3.776650726562366, 0.5, 100, "0.9441626816405915,0.19910318419704665,0.6022289027383885,0.9046938545168718,0.3256337179440403,0.8293389024094352,0.5345316118318434,0.9396592816467725,0.21413502386084296,0.635539374471257,0.8747821256005929,0.41368812057458165,0.9160276136554624,0.2905038437310709,0.778410619417352,0.6514251441510536,0.8575656882718551,0.46130572003619047,0.9385081015299604,0.21795294896398235,0.6437280807349366,0.8661455328266228,0.4378552502127271,0.9295773701131379,0.24723195563246836,0.7028661058837462,0.7887359166957111,0.6293092414567293,0.8810137583188683,0.39590069100909253,0.903236378618208,0.33008087086948645,0.8351212940927962,0.5200210810552041,0.9426488350402836,0.20417332495548904,0.6136550541145934,0.8953779041726937,0.3537827151452864,0.8634197986179878,0.44536550230912547,0.9328896498643959,0.2364430764738399,0.6818280173881172,0.8193012159133224,0.5591208036994207,0.9309622698080036,0.2427310902658714,0.6941963975376383,0.8017367199602976,0.600317334310395,0.906156101891436,0.32115588208305756,0.8233656829023664,0.5492558203973827,0.9350000139463139,0.22952590208361676,0.6678771235910135,0.8377263591017485,0.5134013228037885,0.9434844123429421,0.20137696877521824,0.607377153633004,0.9006184534690025,0.3380285746850754,0.8450832218690748,0.49442993580158606,0.9440455087285009,0.19949623511895032,0.6031216314127049,0.9040015101811512,0.32774824827656784,0.832106939440638,0.5276169171496917,0.9412822523651406,0.20873538651076132,0.623770233735592,0.8863079019284932,0.3805587609772413,0.8902841908676682,0.36889663518678767,0.8792492604984505,0.4009670016394575,0.9071230483472906,0.3181859338014064,0.8193203757674454,0.5590745929918762,0.9309828974698291,0.24266394174292513,0.6940658955096243,0.8019280791388205,0.5998810677035228,0.9064859541034349,0.3201435441343718,0.8219942820637631,0.5525983345375622,0.9337142571602084,0.23374425201281251,0.6764278925353198,0.8266076250296277"
mersenne, 3.776650726562366, 0.5, 100, "0.9441626816405915,0.19910318419704665,0.6022289027383885,0.9046938545168718,0.3256337179440403,0.8293389024094352,0.5345316118318434,0.9396592816467725,0.21413502386084296,0.635539374471257,0.8747821256005929,0.41368812057458165,0.9160276136554624,0.2905038437310709,0.778410619417352,0.6514251441510536,0.8575656882718551,0.46130572003619047,0.9385081015299604,0.21795294896398235,0.6437280807349366,0.8661455328266228,0.4378552502127271,0.9295773701131379,0.24723195563246836,0.7028661058837462,0.7887359166957111,0.6293092414567293,0.8810137583188683,0.39590069100909253,0.903236378618208,0.33008087086948645,0.8351212940927962,0.5200210810552041,0.9426488350402836,0.20417332495548904,0.6136550541145934,0.8953779041726937,0.3537827151452864,0.8634197986179878,0.44536550230912547,0.9328896498643959,0.2364430764738399,0.6818280173881172,0.8193012159133224,0.5591208036994207,0.9309622698080036,0.2427310902658714,0.6941963975376383,0.8017367199602976,0.600317334310395,0.906156101891436,0.32115588208305756,0.8233656829023664,0.5492558203973827,0.9350000139463139,0.22952590208361676,0.6678771235910135,0.8377263591017485,0.5134013228037885,0.9434844123429421,0.20137696877521824,0.607377153633004,0.9006184534690025,0.3380285746850754,0.8450832218690748,0.49442993580158606,0.9440455087285009,0.19949623511895032,0.6031216314127049,0.9040015101811512,0.32774824827656784,0.832106939440638,0.5276169171496917,0.9412822523651406,0.20873538651076132,0.623770233735592,0.8863079019284932,0.3805587609772413,0.8902841908676682,0.36889663518678767,0.8792492604984505,0.4009670016394575,0.9071230483472906,0.3181859338014064,0.8193203757674454,0.5590745929918762,0.9309828974698291,0.24266394174292513,0.6940658955096243,0.8019280791388205,0.5998810677035228,0.9064859541034349,0.3201435441343718,0.8219942820637631,0.5525983345375622,0.9337142571602084,0.23374425201281251,0.6764278925353198,0.8266076250296277"
mersenne, 3.776650726562366, 0.5, 100, "0.9441626816405915,0.19910318419704665,0.6022289027383885,0.9046938545168718,0.3256337179440403,0.8293389024094352,0.5345316118318434,0.9396592816467725,0.21413502386084296,0.635539374471257,0.8747821256005929,0.41368812057458165,0.9160276136554624,0.2905038437310709,0.778410619417352,0.6514251441510536,0.8575656882718551,0.46130572003619047,0.9385081015299604,0.21795294896398235,0.6437280807349366,0.8661455328266228,0.4378552502127271,0.9295773701131379,0.24723195563246836,0.7028661058837462,0.7887359166957111,0.6293092414567293,0.8810137583188683,0.39590069100909253,0.903236378618208,0.33008087086948645,0.8351212940927962,0.5200210810552041,0.9426488350402836,0.20417332495548904,0.6136550541145934,0.8953779041726937,0.3537827151452864,0.8634197986179878,0.44536550230912547,0.9328896498643959,0.2364430764738399,0.6818280173881172,0.8193012159133224,0.5591208036994207,0.9309622698080036,0.2427310902658714,0.6941963975376383,0.8017367199602976,0.600317334310395,0.906156101891436,0.32115588208305756,0.8233656829023664,0.5492558203973827,0.9350000139463139,0.22952590208361676,0.6678771235910135,0.8377263591017485,0.5134013228037885,0.9434844123429421,0.20137696877521824,0.607377153633004,0.9006184534690025,0.3380285746850754,0.8450832218690748,0.49442993580158606,0.9440455087285009,0.19949623511895032,0.6031216314127049,0.9040015101811512,0.32774824827656784,0.832106939440638,0.5276169171496917,0.9412822523651406,0.20873538651076132,0.623770233735592,0.8863079019284932,0.3805587609772413,0.8902841908676682,0.36889663518678767,0.8792492604984505,0.4009670016394575,0.9071230483472906,0.3181859338014064,0.8193203757674454,0.5590745929918762,0.9309828974698291,0.24266394174292513,0.6940658955096243,0.8019280791388205,0.5998810677035228,0.9064859541034349,0.3201435441343718,0.8219942820637631,0.5525983345375622,0.9337142571602084,0.23374425201281251,0.6764278925353198,0.8266076250296277"
mersenne, 3.708578590885736, 0.5, 100, "0.927144647721434,0.25050502665311214,0.6962940054277633,0.7842481578513095,0.6275025667879925,0.8668546395994902,0.4280355125971335,0.9079383366102993,0.30998641282476785,0.7932458120450863,0.6082324548003137,0.883701378033939,0.3811426839181179,0.8747533295707713,0.40631165522947094,0.8945925770893138,0.34970671578717877,0.843375010164969,0.4898795058321306,0.9267647987762438,0.2517079286051046,0.6985146615225349,0.7809967198983022,0.6343184100239965,0.8602365671251639,0.4458809787972358,0.9162827088701949,0.2844802659027472,0.7548857864426031,0.6862102971480708,0.7985523746772748,0.5965859821413713,0.8925478671161647,0.35567557629663304,0.8498966642995924,0.473111990733083,0.9244634750434613,0.25897285541706694,0.7116981699627958,0.7609405624916322,0.6746276161962526,0.8140522692188473,0.561371888492608,0.9131762542048019,0.29403607382041297,0.7698225202429644,0.6571445783478282,0.8355634559426941,0.509548192117303,0.9268065441296712,0.2515757821689615,0.6982712330665791,0.7813549277129856,0.6335713585706653,0.8609787554681615,0.4438958597303364,0.9154712492542089,0.28698331445740194,0.7588637838698237,0.6786310955942539,0.8088073601199772,0.5734872293025723,0.9071169405108422,0.3124692439817001,0.7967221552109139,0.6006264155905751,0.8895927842897061,0.3642471784167766,0.8587998886397634,0.44971203025227563,0.9177660978603733,0.27989194268512896,0.7474730754401908,0.700020454388831,0.7787711598509988,0.6389385462140895,0.8555545446833746,0.45830972383996965,0.920698844684374,0.2707725279138889,0.7322765180080459,0.7270580032926997,0.7359476291992518,0.7206833167727094,0.7465326933665416,0.7017432900352744,0.7762041822515975,0.6442218216583714,0.8500064583814505,0.4728270041926186,0.9244063382384408,0.25915272781672016,0.7120196143783458,0.7604354477253176,0.6756042878784492,0.812783706955697,0.5643208777393658,0.9118016079282987,0.2982417975565686,0.7761818670705742"
