type, r, initial_value, iterations, map
linear, 3.839999999999998, 0.5, 100, "0.9599999999999995,0.1474560000000016,0.48273687576576413,0.958855620640025,0.1514938345231004,0.49360685807841714,0.9598430505076622,0.14801037657526134,0.4842366912050327,0.9590458294880042,0.15082339748993337,0.49181068899658315,0.9597424711115105,0.14836554338412272,0.48519632225455356,0.959158468320802,0.15042624372209304,0.4907450454595371,0.9596710879351827,0.14861756511930424,0.48587667631608406,0.9592340418359779,0.1501597241049264,0.49002924042876944,0.9596182423817188,0.14880411367656804,0.4863799658092761,0.9592876595275907,0.14997060789376493,0.48952099070107963,0.9595783309981941,0.14894498947935095,0.48675985761925217,0.9593268427381915,0.14983238991423248,0.48914935621179584,0.9595478919528244,0.14905242240658637,0.487049463480249,0.9593559690387858,0.14972963984040194,0.48887299120767513,0.9595245683532879,0.14913473694614168,0.48727129797944346,0.9593778437563075,0.1496524671966931,0.4886653680331612,0.9595066602937966,0.14919793591926292,0.48744158145290645,0.9593943787146082,0.14959413045280942,0.4885083900936084,0.9594929007427552,0.14924649280131272,0.4875723924012302,0.9594069295463841,0.14954984864549253,0.4883892150359146,0.9594823283424678,0.14928380137338074,0.48767288840023176,0.95941648250729,0.1495161431064151,0.4882984936588685,0.9594742070374975,0.1493124597782893,0.48775007667166453,0.9594237672132473,0.14949044013921772,0.48822930603341036,0.9594679709320117,0.14933446536046074,0.4878093420133096,0.9594293293741495,0.1494708146335459,0.48817647439230716,0.9594631842900638,0.14935135596301372,0.4878548291904876,0.9594335801318693,0.14945581611729875,0.48813609656068174,0.9594595115335004,0.14936431588376523,0.4878897293734655,0.9594368307661517,0.1494443463765291,0.4881052174564647,0.959456694329249,0.14937425677839,0.4879164986507272,0.9594393177413454,0.1494355711233295,0.4880815918324753,0.9594545339395284,0.1493818799708572,0.48793702620376145,0.959441221106654"
linear, 3.873999999999998, 0.5, 100, "0.9684999999999995,0.11818702350000185,0.4037438286818445,0.9326064194977998,0.2434874308252036,0.7135958433876073,0.7917557839735169,0.6387395511947261,0.8939306792834234,0.36732733356737035,0.9003097109153356,0.34769977233381455,0.8786411778890556,0.4130879454678986,0.9392369459661325,0.22109268712578764,0.6671442937371584,0.8602712293654662,0.46567278036325394,0.9639350410770485,0.13467681165808362,0.45147196226326475,0.9593768444899562,0.15098107172774955,0.4965917415795896,0.9684549987425664,0.11835036742911768,0.4042269435312696,0.9329658188900648,0.24228228313264247,0.7111950347707086,0.7957066503344833,0.6297480530963953,0.90328292508835,0.33844380615488184,0.867387035796099,0.4456136912087748,0.9570412093578372,0.15927305184336296,0.5187485387026743,0.9671382591566959,0.12312287462736778,0.41825111180471625,0.9426105200862062,0.20956762316993596,0.6417243596097646,0.8906876336302645,0.37718493192456026,0.9100663623737432,0.3170697709136183,0.8388625222035283,0.5236570681116741,0.9663318892792646,0.1260389204657315,0.4267331519890687,0.9477042478383714,0.1919989516550102,0.600994362242032,0.9289857376930895,0.2555725715798179,0.7370487696818636,0.750811730189427,0.7248001260216211,0.7727270355417291,0.6803517408638192,0.8424913688240676,0.5140784916766575,0.9677321579833547,0.12097195837601908,0.41195241894926005,0.9384672933270927,0.22370968021166893,0.6727730157069477,0.8528591050586224,0.4861500109597814,0.9677568808110909,0.12088236075832678,0.4116892656956885,0.9382875038364968,0.2243203438615136,0.6740788171393511,0.851104494450113,0.4909351060266286,0.9681816644991519,0.11934216904983702,0.40715591136249235,0.9351060239444431,0.23508496547019628,0.696622774835802,0.8187291626270781,0.5749470067318949,0.9467395335087936,0.19534175936213835,0.608928322737929,0.9225335198383127,0.276857054950941,0.7756027938139012,0.6742429695626002,0.8508829873997178,0.491537494340463"
linear, 3.9079999999999977, 0.5, 100, "0.9769999999999994,0.0878166680000021,0.31304995240995087,0.8404141482913539,0.5241339554691257,0.9747237939718623,0.09628264435964304,0.3400440557175922,0.87701028673313,0.4215295563694511,0.9529360580738677,0.17526960787474508,0.564902073857136,0.9605384129217389,0.14813027883353913,0.4931415289669342,0.9768161730538457,0.08850188544262594,0.31525563110505805,0.8436180769755698,0.5155692199222891,0.9760526984200719,0.09134492110179111,0.3243680115256502,0.8564515052727247,0.4804586037114641,0.9755076670119163,0.0933717282591528,0.3308256772110699,0.8651532295728076,0.4559194687883992,0.9694063916497462,0.11590205508145074,0.4004479481161282,0.9382693320779976,0.2263513309241121,0.6843549143079848,0.8441798418494962,0.5140592441030928,0.976227535556715,0.09069426274757364,0.3222881229713839,0.8535794540856706,0.4884279741862563,0.9764766727581555,0.08976668308007701,0.31931730919213513,0.8494185145674141,0.49985939015567676,0.97699992273443,0.08781695606394706,0.3130508804436111,0.8404155043322311,0.5241303474751893,0.974724474500479,0.09628011929643354,0.34003608796971985,0.8770003250818615,0.4215589101029709,0.9529540580848138,0.17520588390166242,0.5647403206339914,0.9606203639754843,0.14783526417758874,0.4923298354789568,0.9767700867958676,0.08867363118767053,0.31580789639324486,0.8444143351305324,0.5134282165767663,0.9762953211623091,0.09044193358799311,0.3214806394456415,0.852455314541583,0.49152968189044677,0.976719615503068,0.08886169922452428,0.3164123831593558,0.8452831537723556,0.5110864568617295,0.9765196695733802,0.08960654962381588,0.3188037596915954,0.8486922411225701,0.5018408215934328,0.9769867572568648,0.08786603933337749,0.3132089988021689,0.8406464482738679,0.5235156693639831,0.9748389279543733,0.09585539468664477,0.33869517528880677,0.8753167847752744,0.42650861164573367,0.9558929538939748,0.16476758981704068,0.5378159553847072,0.9714113783496793,0.10853028871247616"
linear, 3.9419999999999975, 0.5, 100, "0.9854999999999994,0.056330194500002345,0.2095453027364964,0.6529373833576867,0.8932972379940565,0.3757407279549835,0.9246340745113408,0.274701828695282,0.7854069734546076,0.6643959521627213,0.8789633933371228,0.41937655474404834,0.9598764484158882,0.1518208169423972,0.5076162930652112,0.9852713327791419,0.05720525378322137,0.21260314775335082,0.6599028204143847,0.884707348988735,0.40208500770946276,0.9477066831904604,0.19536049720844428,0.6196617965019975,0.9290547166730986,0.25982530149643535,0.7581101221713609,0.7228806677704445,0.7896780276766189,0.6547135359892154,0.8911431912635149,0.38240160948493807,0.9309845783172678,0.2532825400020915,0.7455524110226547,0.7478132209842688,0.743416290786294,0.7519306239753382,0.7353050470927897,0.7672375102315054,0.7039785739397982,0.8214841864942822,0.5780860921020595,0.9614639002721409,0.1460553129952481,0.4916586909690483,0.9852257257459083,0.057379732583113706,0.2132121321526515,0.6612812177286636,0.8829621498409755,0.4073662476329402,0.9516736503900932,0.18129618118764057,0.5851026866969584,0.9569501939702532,0.16239668274882016,0.5362066087134987,0.9803323592157126,0.07600501092903497,0.2768397585147715,0.7891864550970428,0.6558352474906963,0.8897700107709614,0.3866287531696092,0.9348333178657467,0.24014658352638138,0.7193211880750267,0.7958827692906759,0.6403912509109831,0.9078043494638733,0.32992810470500394,0.8714798197980864,0.4415148148091234,0.9720163224321898,0.1072247311316237,0.3773581525479069,0.9262082883334444,0.26942188311606124,0.7759185716001993,0.6853913687573483,0.850013619218471,0.5025674183973765,0.9854740157660499,0.056429651223013466,0.20989315269366993,0.6537334635894594,0.8923348594051311,0.3787211776126815,0.9275188850214403,0.2650112108289964,0.7678238202558734,0.7027419219385922,0.8234669009954412,0.573045244331918,0.9644670343696926,0.13509381424422934,0.4605969808040636,0.97937965899244,0.07960925190959896"
linear, 3.9759999999999973, 0.5, 100, "0.9939999999999993,0.023712864000002623,0.09204664278573788,0.3322904559503477,0.8821690711265986,0.4132924810711494,0.9641076612969427,0.1375858170125176,0.4717760968387938,0.9908327632904183,0.03611479715923235,0.1384066218954702,0.4741389101499549,0.9913408672303086,0.034130589104928305,0.13107159136130064,0.4528339132940835,0.9851548324130429,0.05814815941901841,0.2177533970773904,0.677259336031259,0.869070612092074,0.4524166479609674,0.9849976386443077,0.058754507065555496,0.21988240190099526,0.6820197057913314,0.8622704549736607,0.47219022699383084,0.9909250273047725,0.03575464744165408,0.13707758044883686,0.47031037393122666,0.9904952597890915,0.03743165489474026,0.14325737179976727,0.4879931561657668,0.9934268027477333,0.0259632415526743,0.10054966692362904,0.35958717926698075,0.9156101373406164,0.3072184178291027,0.8462330000249253,0.5173678937423102,0.9928006645174157,0.028418480083545482,0.10978081941138748,0.38857046861658895,0.9446318351138369,0.20795486406432778,0.6548855229794269,0.8986176476910437,0.3622293884942534,0.9185325722148021,0.2975260123171593,0.8310010344237515,0.5583827412765757,0.9804476271516243,0.07622022839595034,0.27995296379257656,0.801479304180763,0.6326222711031152,0.9240674608328278,0.27898315172328503,0.7997785738446418,0.636688039294762,0.9197139265370836,0.2935887142063944,0.8246000592417925,0.5750679709239335,0.9715944437716606,0.10973235408030338,0.38842007024403385,0.9444984790399982,0.20842630207336602,0.6559794800212942,0.8972655176056512,0.36650811148153956,0.9231473448223044,0.282082586489659,0.8051877155345166,0.6236771821484077,0.9331829235525378,0.24791375765608503,0.7413352450495972,0.7624270227994785,0.720181061433497,0.8012447135396094,0.6331844513162078,0.9234733220641397,0.2809852937078465,0.8032814523087801,0.6282889540854567,0.9285627703764059,0.26374379254486463,0.7720716256491296,0.6996846733341597,0.8354611001920688,0.5465642206255166"
basic, 3.5670245495271335, 0.5, 100, "0.8917561373817834,0.34431463820952485,0.8052988393509275,0.5592831200553603,0.8792198712528386,0.3787905027144657,0.8393503321641588,0.48098241308971906,0.8904660565643779,0.34791422914871406,0.8092505681416169,0.5506204846985993,0.8826158742837643,0.3695619092812696,0.8310664410083735,0.5007924531440691,0.8917538973546243,0.34432089863637333,0.8053057924607258,0.5592679758921935,0.8792262753358344,0.3787731771337891,0.8393353494125076,0.48101868466070374,0.8904709729225472,0.3479005340354217,0.8092357084478312,0.5506532674972223,0.8826040316301942,0.3695942344933154,0.8310965175635514,0.500721413778579,0.891754280967232,0.34431982651857845,0.8053046017386378,0.5592705693590428,0.8792251787405033,0.37877614387919883,0.8393379151355947,0.4810124734448605,0.8904701317016155,0.3479028773708103,0.8092382511464603,0.5506476580197801,0.8826060585749745,0.3695887019005583,0.8310913703663988,0.5007335716664713,0.891754217868173,0.34432000286745307,0.8053047975968777,0.5592701427682961,0.8792253591191237,0.378775655880771,0.8393374931054373,0.48101349511734476,0.8904702700915489,0.34790249186716404,0.8092378328481284,0.5506485808358346,0.8826057251373833,0.3695896120282059,0.831092217110352,0.5007315716359897,0.8917542283207366,0.34431997365469247,0.8053047651523432,0.5592702134344162,0.8792253292389187,0.37877573671904285,0.8393375630160024,0.4810133258743122,0.8904702471673667,0.34790255572554535,0.8092379021389975,0.5506484279719922,0.8826057803715099,0.36958946126509834,0.831092076847194,0.5007319029414448,0.8917542265912394,0.3443199784882807,0.8053047705206663,0.5592702017418907,0.8792253341829461,0.3787757233434111,0.8393375514484901,0.48101335387753347,0.8904702509604525,0.3479025451593967,0.8092378906739794,0.5506484532651786,0.8826057712323617,0.36958948621066284,0.8310921000554271,0.5007318481229664,0.8917542268774595,0.3443199776883544,0.8053047696322448,0.5592702036769253"
basic, 3.5941567121540587, 0.5, 100, "0.8985391780385147,0.3276667726070625,0.7917972477831832,0.5925124267558887,0.8677784113291253,0.41239009133798593,0.8709522422268035,0.40396320932279783,0.8653900364742111,0.41868375117370354,0.8747734194361634,0.39372148041309823,0.8579427332855984,0.43804503648594884,0.8847433040023649,0.36650546889532354,0.8344884666376751,0.49641581636239956,0.8984930061631132,0.327799039265839,0.7919610348915334,0.5921687819528588,0.8680065135417195,0.4117868690316643,0.8705710446020366,0.4049791585149797,0.8660876797131168,0.41684961532555725,0.8736892271542026,0.39663805744609393,0.8601403177146084,0.43237328420160615,0.8821017598887311,0.37378599064223095,0.841284347305199,0.4799097544478398,0.8970885118156259,0.3318151131178026,0.7968742999590247,0.5817705125003607,0.8745071485235779,0.39443855644347786,0.8584887049543034,0.4366391775311435,0.8841100986996645,0.3682552555228052,0.8361565583918489,0.49239504246310595,0.898331308622386,0.3282621267056836,0.79253348972395,0.5909661889232838,0.868798079256482,0.4096906516931774,0.8692260323894938,0.40855547420469607,0.8684844755308546,0.41052167304164944,0.8697630259858856,0.40712919639884576,0.8675396261338367,0.4130211643758478,0.8713482401208182,0.4029067090140673,0.8646566775830485,0.42060801325312797,0.8758848935788277,0.3907227413885194,0.8556194864741027,0.444003361740191,0.8872692558021409,0.35949662424169243,0.8275862165862268,0.5128404117351305,0.8979465872327559,0.32936317914190877,0.7938883879331285,0.5881104806339157,0.8706360976801195,0.40480585616353104,0.8659691994001193,0.4171613520933213,0.8738752063781519,0.3961383566153731,0.8597681435129463,0.4333362714861431,0.8825665561999105,0.37250857338911664,0.8401195253189089,0.48276248771178226,0.8974712396777338,0.3307221295045205,0.7955486266546348,0.5845932167515426,0.8728193483249872,0.39897200219883944,0.8618548556464916,0.42792412033725097,0.8798677767790657,0.3799040615094361"
basic, 3.8249798252427905, 0.5, 100, "0.9562449563106976,0.160039220769282,0.5141792953116234,0.9554759348774629,0.1627210399912732,0.5211263558255338,0.9545377801826174,0.16598655393718134,0.5295111503804707,0.9529137507933761,0.1716235336353125,0.5437931602692765,0.9489092536123046,0.18543686564930253,0.5777633345932812,0.9331147823181726,0.23872305477728736,0.695130252502163,0.8106057304170708,0.5872265095766535,0.927142735113169,0.2583738829017911,0.7329304689025516,0.7487145431369001,0.7196358201226466,0.7717283369742121,0.6738226400759049,0.8406758293507576,0.5123177186013007,0.955664606689093,0.16206350095684732,0.519428139290006,0.9548012077449722,0.16507029932493178,0.5271667351645208,0.9534220007147195,0.16986157551907896,0.5393551292911144,0.9503207273370748,0.18058205020421958,0.5659905777544246,0.9395881011190621,0.21711465751545644,0.6501543232811434,0.8700057341171764,0.4325889877761325,0.938863312513126,0.21954998994652752,0.6554018469682533,0.8638727108183412,0.44980481499667896,0.9466077031566354,0.1933204453517248,0.5964966179538221,0.9206282845872003,0.27949833752824593,0.7702706766677397,0.6768445671017027,0.8366225337623615,0.5228183992529032,0.9542533683226987,0.16697520022424395,0.5320335902613464,0.9523199498012962,0.17367956995155284,0.548941891388896,0.9470829487328062,0.19169589024783204,0.5926751768055571,0.9233933964709253,0.2705715446072954,0.7549079015074388,0.7077052709170508,0.7912296673368486,0.6318303667275359,0.8897696925452069,0.37515244067569664,0.8966253282830589,0.3545310648237244,0.8753037507704469,0.41748543504931634,0.9302019943077002,0.24834157378710517,0.7140014736915717,0.7810737676578248,0.6540621297061843,0.8654585253896409,0.4453809041415464,0.9448341019530433,0.19936797659284405,0.6105447580680627,0.9095031538226775,0.31482325328338684,0.8250847628303488,0.5520206943125427,0.9458939770710668,0.19575696411988525,0.6021901935914669,0.9163013205689216,0.29334998286718666"
basic, 3.9774225893905784, 0.5, 100, "0.9943556473476446,0.022323260161840563,0.08680697841415011,0.3152963618382765,0.8586641497073488,0.4827001156815322,0.9931652604607687,0.026998847451249065,0.10448653221252467,0.3721638392761253,0.929356273333588,0.2611304831555278,0.7674092995189079,0.7099391729311557,0.8190529091215463,0.5894748741396998,0.9625133841134127,0.143510854168923,0.48888684215525885,0.9938644266001415,0.024254037128194742,0.09412880323910383,0.3391491430055192,0.8914477998681737,0.3848896950461063,0.9416532774433984,0.21852907336392502,0.6792408324631921,0.8665718939617653,0.45988967207627995,0.987956617128351,0.04732472549937353,0.17932247870162876,0.5853410837665961,0.9653876785860854,0.13290282591506833,0.4583568458852251,0.9874581908773262,0.04925843837048552,0.1862708321780867,0.60287388838635,0.9522624372705865,0.1808084118752801,0.5891228280487519,0.9627634630588653,0.1425905093741779,0.48627354468053646,0.9936062389809122,0.02526809175721702,0.0979623882469699,0.3514679649248854,0.9066066831106121,0.33677236894690815,0.8883841450014175,0.3943922982757485,0.9499955062531535,0.18894365909292965,0.6095159594806588,0.9466514535379784,0.20086970100328444,0.6384601069101377,0.9181036786068716,0.29905967572744707,0.8337592000950359,0.5512898480080145,0.9838924465444534,0.06303459164381281,0.23491147791673522,0.7148545072811469,0.8107480389498818,0.6102784453410526,0.9459848767855833,0.20323630970860906,0.6440692587741813,0.9118004576883018,0.3198658481813858,0.8652949956203121,0.46360665151304115,0.9890876473255688,0.04292940877254701,0.16341827233161862,0.5437643427190099,0.9867376194871533,0.05205050005080827,0.19625098442154934,0.6273848596096046,0.9298143989563177,0.25956493741010855,0.7644247480233989,0.7162524805288972,0.8083509416707014,0.6161811014776855,0.9406682049651824,0.22198605263077606,0.6869336753081925,0.8553678010191623,0.49206176840532373,0.9941050079915308,0.023308655241675996,0.09054746440823831"
basic, 3.5127787875283314, 0.5, 100, "0.8781946968820828,0.37575763057591705,0.8239708591315289,0.5095035606946421,0.8778774309012519,0.37660026177810985,0.8247038740775554,0.5078332755700774,0.8779791520514969,0.37633017615693776,0.8244694665733792,0.5083678189912241,0.877948730724992,0.37641095717341544,0.8245396301936535,0.5082078581884061,0.8779580447126197,0.3763862254320412,0.8245181539207491,0.5082568240136554,0.8779552126866447,0.37639374546936427,0.8245246845413025,0.5082419345650626,0.8779560756268106,0.3763914540619379,0.8245226946581008,0.5082464714188999,0.8779558128516792,0.3763921518222106,0.8245233006046382,0.5082450898880596,0.8779558928854281,0.3763919393045471,0.824523116051154,0.5082455106619727,0.8779558685109077,0.37639200402744943,0.8245231722575138,0.5082453825139436,0.8779558759343767,0.37639198431553533,0.8245231551393888,0.5082454215425183,0.8779558736735081,0.3763919903189345,0.8245231603528319,0.5082454096560967,0.8779558743620725,0.3763919884905547,0.8245231587650392,0.5082454132761944,0.8779558741523651,0.37639198904740134,0.8245231592486133,0.5082454121736667,0.8779558742162331,0.37639198887780934,0.824523159101337,0.5082454125094502,0.8779558741967816,0.37639198892946,0.8245231591461912,0.5082454124071846,0.8779558742027058,0.37639198891372905,0.8245231591325302,0.5082454124383311,0.8779558742009014,0.3763919889185205,0.8245231591366912,0.5082454124288442,0.877955874201451,0.37639198891706094,0.8245231591354236,0.5082454124317342,0.8779558742012836,0.3763919889175054,0.8245231591358098,0.5082454124308539,0.8779558742013346,0.37639198891737013,0.8245231591356922,0.5082454124311219,0.877955874201319,0.3763919889174114,0.8245231591357279,0.5082454124310404,0.8779558742013238,0.3763919889173987,0.8245231591357169,0.5082454124310655,0.8779558742013224,0.37639198891740255,0.8245231591357204,0.5082454124310576,0.8779558742013228,0.3763919889174014,0.8245231591357193,0.5082454124310601"
basic, 3.547643054048653, 0.5, 100, "0.8869107635121632,0.3558288150055651,0.8131718298443442,0.5389700124670945,0.8815230932716297,0.37051629927667523,0.8274308780625761,0.5065644753208542,0.8867578872848254,0.3562484144196284,0.8136004284981493,0.5380169958234187,0.8817833834886195,0.36981144926749204,0.8267815529940448,0.5080715017856751,0.8866796376143472,0.3564631221460358,0.8138192579519927,0.5375299118561919,0.8819139285490992,0.3694577602108767,0.826454397768986,0.5088296670022395,0.8866341785480211,0.3565878364300779,0.8139462161919216,0.5372471647059001,0.8819889363850115,0.3692544848731694,0.8262659705382982,0.5092659926552886,0.8866061677756879,0.3566646750413597,0.8140243824004394,0.5370730248124678,0.8820348503712413,0.36913003576280007,0.8261504670367921,0.5095333302039461,0.886588338155786,0.35671358201179476,0.8140741125551744,0.5369622126372331,0.8820639552550988,0.36905113970411085,0.8260771852426039,0.5097028948150375,0.8865767665139318,0.3567453220280781,0.8141063777268108,0.5368903077613932,0.8820827945037756,0.3690000680098014,0.8260297242755369,0.5098126930356218,0.8865691647066312,0.3567661726132493,0.8141275694057893,0.5368430768111323,0.882095149162975,0.36896657415098144,0.8259985883568501,0.5098847155129411,0.8865641318209574,0.35677997681695356,0.8141415977347284,0.5368118094230191,0.882103319370434,0.3689444238738524,0.8259779930684392,0.5099323520070531,0.8865607827904994,0.3567891624413529,0.8141509317478707,0.5367910043032246,0.882108751930723,0.3689296953790796,0.8259642966131382,0.509964029970604,0.886558546793164,0.35679529522621867,0.8141571632712431,0.536777114157558,0.8821123771674066,0.3689198666961828,0.825955155779014,0.5099851706862537,0.8865570506088396,0.3567993988680883,0.814161332833171,0.5367678199965914,0.8821148021178634,0.36891329215778723,0.825949040969338,0.5099993125496505,0.886556047981651,0.3568021488030697,0.8141641268756798,0.5367615918678149"
basic, 3.7614012344183285, 0.5, 100, "0.9403503086045821,0.21098303496505608,0.6261574315107973,0.8804849842859082,0.3958166780626198,0.8995234405927511,0.3399592817642304,0.8440094203280329,0.495216753454816,0.9402642498224677,0.21126809131477228,0.6267769003850563,0.8798956293372072,0.397502290135045,0.900833852759688,0.3360143319164685,0.8392013420840216,0.5075726962315512,0.9401346083116843,0.211697403501505,0.6277087045840845,0.879003685421494,0.40004836617990114,0.9027726723831573,0.3301538878679837,0.8318425274200024,0.5261468245259909,0.9377788024543567,0.21947670929346044,0.6443531702964448,0.8619708398764634,0.44752065248055756,0.9299911014858008,0.24489600502156444,0.6955656575686101,0.7964920337560081,0.609694831489698,0.8950895328435226,0.35321160338354496,0.8593040229266187,0.45475573795758445,0.9326505576055396,0.23626675764472943,0.6787252064886455,0.8202009995213425,0.5546988047339728,0.9290963494284546,0.247787282301983,0.7010828556427172,0.7882606268772597,0.6277997234981394,0.8789162098995403,0.4002977449694991,0.9029599504635683,0.3295863072456509,0.8311161072887709,0.5279582645756504,0.9374101545709111,0.22069027483580808,0.6469086439430919,0.8591711842125048,0.45511473106637346,0.9327722610544636,0.23587058827859597,0.6779386109291348,0.8212562612959752,0.552152692199902,0.9301196609605551,0.24448008662120674,0.6947668191518186,0.7976648859707726,0.6070736679732563,0.8972267071703276,0.34684235524315987,0.8521181262842401,0.47398479604194543,0.9378046267149256,0.2193916591419475,0.6441736599416055,0.862165656213198,0.4469900179941618,0.9297805522514306,0.2455769099094804,0.6968706361672907,0.7945657413273235,0.6139773753054478,0.8914865391630233,0.36387152212067,0.8706479234207022,0.42360944659228994,0.9184005890740433,0.2818829707893418,0.7614015003201499,0.6833309623839503,0.813928703726976,0.5696595865785931,0.9220982670847658,0.27019293394051247,0.7417058661938356,0.7206027572422331"
basic, 3.5575522978331557, 0.5, 100, "0.8893880744582889,0.3499810643734761,0.809322937136959,0.548999053461712,0.8808467213892315,0.3733856578357621,0.8323562717964169,0.49641838793939275,0.889342438373246,0.3501074934209142,0.8094578306900838,0.5487021062207733,0.8809499334159794,0.3731059396771088,0.8321040025485625,0.49701471514982454,0.889356369816762,0.3500688996760368,0.8094166651289953,0.5487927395468146,0.8809184978801343,0.37319114213814963,0.8321809030010451,0.49683298182483837,0.8893523921940781,0.3500799188728045,0.8094284197057389,0.5487668609791719,0.8809274796421023,0.37316679880664255,0.8321589369202537,0.4968848969813053,0.8893535524445959,0.350076704645736,0.8094249910624264,0.5487744094918552,0.8809248602465231,0.3731738982318641,0.8321653434858464,0.4968697559068215,0.8893532160379476,0.3500776365897278,0.8094259851825643,0.548772220842216,0.8809256197675642,0.3731718396845736,0.8321634858768505,0.49687414615122855,0.889353313748964,0.3500773659019539,0.8094256964360559,0.5487728565457267,0.8809253991646422,0.37317243759015367,0.8321640254229589,0.49687287099882016,0.8893532853827988,0.3500774444844421,0.8094257802611704,0.5487726719966486,0.8809254632074759,0.3731722640133061,0.832163868788602,0.4968732411855185,0.8893532936189097,0.3500774216680316,0.8094257559225688,0.5487727255804336,0.8809254446126779,0.3731723144112418,0.8321639142673177,0.4968731337019936,0.8893532912276595,0.3500774282924866,0.8094257629889732,0.5487727100230615,0.8809254500114437,0.3731722997788349,0.8321639010631464,0.4968731649084805,0.8893532919219372,0.35007742636913636,0.8094257609373068,0.5487727145400033,0.8809254484439611,0.37317230402722124,0.8321639048968575,0.4968731558479608,0.8893532917203607,0.35007742692756166,0.8094257615329874,0.5487727132285549,0.8809254488990639,0.3731723027937452,0.8321639037837782,0.4968731584785912,0.8893532917788864,0.35007742676542847,0.8094257613600375,0.5487727136093208"
basic, 3.609197329357152, 0.5, 100, "0.902299332339288,0.31816968276076074,0.7829710964431676,0.6133013687635359,0.8559673437920722,0.4449680139982205,0.8913688079082553,0.3494802239047383,0.8205286249935897,0.5314954536175307,0.8987191399684952,0.3285201396682598,0.7961696487216461,0.5857133161929952,0.8757833803901427,0.39263321217978825,0.860693851299307,0.4327425635754529,0.8859729017269208,0.364618868331544,0.8361497802969025,0.49447203544778695,0.9021890410721655,0.3184899197733072,0.7833910447551433,0.6124429470741504,0.856666747826755,0.44316912090090727,0.8906425315266249,0.35153009050409245,0.8227406622274677,0.5263597981969527,0.899791521416971,0.32542955505052373,0.7923096202969143,0.5939117764969957,0.8704682988592194,0.40694869102542053,0.8710489308722574,0.40539475601727265,0.8699964669612961,0.40820965396629516,0.8718901570885988,0.4031390804552867,0.8684377068020268,0.4123639908496591,0.8745804438458192,0.3958910182943258,0.8631803971704183,0.4262462013889986,0.8826666602223422,0.37379095045681815,0.8448094235449687,0.4731890904711757,0.8997049515390646,0.3256793559423348,0.7926241737732107,0.5932477096031777,0.8709168730692448,0.40574839373976174,0.870237514085498,0.4075656602945912,0.8714619636073146,0.4042878826682937,0.8692361635031944,0.410238171294658,0.8732193585338449,0.39956452909224377,0.8658923345284429,0.4191100979531562,0.8786837180809133,0.3847355327938713,0.8543479069239662,0.4491197123225923,0.8929558290323673,0.3449877124619872,0.8155746180302451,0.5428689724159244,0.8956665342927453,0.33727224908204323,0.8067266287985749,0.5627416269974486,0.8880916846142958,0.35869951474609885,0.8302387223725014,0.5086888840314859,0.9020268498306548,0.31896069182891323,0.7840070557730399,0.6111814478583212,0.8576849096076021,0.4405440594477577,0.889540787777432,0.3546324197227497,0.8260307366029744,0.5186559442833583,0.901043171936051,0.32181182139333736,0.7877036105040099,0.6035539154270622"
basic, 3.9401025158716996, 0.5, 100, "0.9850256289679249,0.05811706074580161,0.21567911556879543,0.6665141823768921,0.8757785131585043,0.4286457584045,0.9649648815087106,0.1332056421381761,0.45493171889771333,0.9770226898944481,0.08845275351893431,0.3176859895588489,0.8540629317961823,0.49109217241276765,0.9847129842275967,0.05931163551396104,0.21983315544857918,0.6757533466459237,0.863318861233143,0.46492975279654447,0.9801796092600633,0.07654651046385084,0.2785145868206547,0.7917407942612027,0.6496729008837505,0.8967595420094079,0.3647820424591491,0.9129852041747979,0.313014435453905,0.8472654553302847,0.5098756781659616,0.9846413546338562,0.059585214394579006,0.2207829219413877,0.6778466604898415,0.8604024139381481,0.47324610730017397,0.9822054187381605,0.06886485227550176,0.25264916209488925,0.743960554968362,0.7505235231771175,0.7377367743427308,0.762335865829501,0.7138673542026917,0.8048083139063144,0.6189581580001656,0.929269067443498,0.25897532505074594,0.756133671422753,0.7265373403819577,0.7828228515847433,0.6698616932585245,0.8713418714215949,0.44170603780847373,0.9716364276496529,0.10858560089178375,0.38138130959280575,0.9295868352964121,0.2579000048955084,0.7540867342052606,0.7306523406497923,0.7754101962179845,0.6861657949070206,0.8484707254214213,0.5065717051619488,0.9848554665441221,0.058767324697716526,0.21794175194248636,0.6715634632562952,0.8690525651310027,0.4483844707578245,0.9745285541846845,0.09780379069350023,0.3476675901416953,0.8935949074830427,0.3746369598070872,0.9231034039647179,0.279682304577025,0.7937734984081317,0.6449834801883509,0.9022038485243695,0.3476433782617895,0.8935658409754613,0.3747271094072714,0.9231924295131075,0.27938544956761885,0.7932577667823233,0.6461763485449519,0.9008353904541815,0.35197325749649383,0.8986904316536795,0.3587303361026167,0.9063925383721251,0.3342984107063892,0.876842168411876,0.42549159230708844,0.9631521387520579,0.13983461799358055,0.4739190672614963"
